shipment_id,vendor_name,sender,caller,message,fraud_label
SHP-14201,Delta Freight Systems,billing-ops@outlook-cargo.net,Unknown,Free Promo: You received a $500 Amazon Gift Card coupon voucher. Claim your loyalty promotion bonus link: http://promo-amazon-gift.org,spam
SHP-14202,Sentinel Delivery Systems,+15558258669,+15559341542,Load SHP-SHP-14202 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14203,Delta Freight Systems,+15555869015,+15553340558,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14204,Global Cargo Solutions,+15553347649,+15558083185,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14204 with Global Cargo Solutions. Let us know if you need changes.",ham
SHP-14205,Delta Freight Systems,+15551482875,+15552742243,Freight schedule check for shipment SHP-SHP-14205. All parameters within compliance. Thank you.,ham
SHP-14206,Vanguard Transport,+15552649093,+15559541064,Freight schedule check for shipment SHP-SHP-14206. All parameters within compliance. Thank you.,ham
SHP-14207,Horizon Shipping Lines,+15554636360,+15557864683,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14207. Status: In Transit.",ham
SHP-14208,Delta Freight Systems,+15551412296,+15552472730,Checking trailer temperature for SHP-SHP-14208. Climate control working properly.,ham
SHP-14209,Vanguard Transport,+15557736356,+15553883962,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14209. Status: In Transit.",ham
SHP-14210,Titan Heavy Hauling,+15559638231,+15551187788,Notice of invoice dispute for SHP-SHP-14210. Payment details changed to new escrow account. Wire funds to holding bank routing 79084983.,spam
SHP-14211,Delta Freight Systems,+15557629911,+15556450324,Freight schedule check for shipment SHP-SHP-14211. All parameters within compliance. Thank you.,ham
SHP-14212,Titan Heavy Hauling,carrier-check@gmail-logistics.com,Unknown,Sweepstakes Draw Result: Ticket #48198 won. Claim your cash reward by completing registration form immediately: http://sweepstakes-winner.org,spam
SHP-14213,Delta Freight Systems,+15552781278,+15553274639,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14214,Cascade Carrier Group,+15558798942,+15553555068,Invoice submitted for carrier fees for SHP-SHP-14214. Please check credit limit terms.,ham
SHP-14215,Vanguard Transport,+15557378394,+15555972528,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14216,Apex Logistics Corp,+15557196790,+15559928852,Load SHP-SHP-14216 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14217,Apex Logistics Corp,+15553093770,+15558395677,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14217 with Apex Logistics Corp. Let us know if you need changes.",ham
SHP-14218,Global Cargo Solutions,+15559100810,+15554162018,Freight schedule check for shipment SHP-SHP-14218. All parameters within compliance. Thank you.,ham
SHP-14219,Global Cargo Solutions,+15556913626,+15557651859,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14219. Status: In Transit.",ham
SHP-14220,Cascade Carrier Group,+15558405483,+15552346854,Checking trailer temperature for SHP-SHP-14220. Climate control working properly.,ham
SHP-14221,Global Cargo Solutions,+15558189549,+15551660649,Truck inspection completed for SHP-SHP-14221. Trailer seal ID: 88889. Driver heading to route.,ham
SHP-14222,Apex Logistics Corp,+15551073195,+15554080895,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14223,Summit Logistics Inc,+15558502867,+15559242231,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14223. Status: In Transit.",ham
SHP-14224,Cascade Carrier Group,+15551279513,+15553370551,"Hi, driver John here. Load SHP-SHP-14224 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14225,Delta Freight Systems,carrier-check@gmail-logistics.com,Unknown,Urgent operational notice. Driver switch completed for SHP-SHP-14225. Driver ID: CAR-113. Release trailer to carrier license plate 2CZ60 immediately.,spam
SHP-14226,Apex Logistics Corp,+15551385166,+15557736055,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14226. Status: In Transit.",ham
SHP-14227,Cascade Carrier Group,dispatch-support@gmail-logistics.com,Unknown,Immediate action required. Verify your logistics dispatcher credentials within 24 hours to prevent account suspension: http://verify-cascadecarriergroup-auth.org/login,spam
SHP-14228,Vanguard Transport,+15551263021,+15557449862,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14228 with Vanguard Transport. Let us know if you need changes.",ham
SHP-14229,Titan Heavy Hauling,+15554281046,+15551332406,"Hi, driver John here. Load SHP-SHP-14229 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14230,Titan Heavy Hauling,+15558104723,+15553330234,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14230. Status: In Transit.",ham
SHP-14231,Summit Logistics Inc,+15557098183,+15555013412,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14232,Horizon Shipping Lines,+15556479968,+15559301670,Truck inspection completed for SHP-SHP-14232. Trailer seal ID: 23261. Driver heading to route.,ham
SHP-14233,Global Cargo Solutions,+15557560365,+15557165267,Truck inspection completed for SHP-SHP-14233. Trailer seal ID: 59986. Driver heading to route.,ham
SHP-14234,Vanguard Transport,+15551833822,+15557382546,Invoice submitted for carrier fees for SHP-SHP-14234. Please check credit limit terms.,ham
SHP-14235,Sentinel Delivery Systems,+15556099080,+15555247186,Load SHP-SHP-14235 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14236,Cascade Carrier Group,+15555709153,+15557389052,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14237,Vanguard Transport,+15556938057,+15559625390,Checking trailer temperature for SHP-SHP-14237. Climate control working properly.,ham
SHP-14238,Delta Freight Systems,+15554326907,+15555977356,Truck inspection completed for SHP-SHP-14238. Trailer seal ID: 86411. Driver heading to route.,ham
SHP-14239,Sentinel Delivery Systems,+15558196746,+15553684708,Load SHP-SHP-14239 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14240,Vanguard Transport,+15557570579,+15556028358,Load SHP-SHP-14240 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14241,Sentinel Delivery Systems,+15558729652,+15558931634,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14241. Status: In Transit.",ham
SHP-14242,Cascade Carrier Group,+15555877601,+15555088661,"Hi, driver John here. Load SHP-SHP-14242 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14243,Titan Heavy Hauling,+15554664866,+15555224876,Freight schedule check for shipment SHP-SHP-14243. All parameters within compliance. Thank you.,ham
SHP-14244,Summit Logistics Inc,+15556657553,+15559985406,Freight schedule check for shipment SHP-SHP-14244. All parameters within compliance. Thank you.,ham
SHP-14245,Apex Logistics Corp,+15551999475,+15557059563,Truck inspection completed for SHP-SHP-14245. Trailer seal ID: 61828. Driver heading to route.,ham
SHP-14246,Apex Logistics Corp,+15557725869,+15558775922,Checking trailer temperature for SHP-SHP-14246. Climate control working properly.,ham
SHP-14247,Titan Heavy Hauling,+15558682046,+15554306348,"Hi, driver John here. Load SHP-SHP-14247 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14248,Summit Logistics Inc,dispatch-support@gmail-logistics.com,Unknown,Exclusive promotion! Claim your free gift certificate card worth $100. Verification required: http://free-giftcard-vault.com,spam
SHP-14249,Horizon Shipping Lines,+15556280331,+15555523826,Invoice submitted for carrier fees for SHP-SHP-14249. Please check credit limit terms.,ham
SHP-14250,Cascade Carrier Group,+15551479448,+15552064273,"Hi, driver John here. Load SHP-SHP-14250 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14251,Vanguard Transport,+15556944962,+15551645109,Express Delivery Notice: Parcel SHP-SHP-14251 is held at customs. Deposit postage fee of $4.50 immediately to release shipment: http://courier-postage-vanguardtransport.com,spam
SHP-14252,Titan Heavy Hauling,+15556762918,+15551388554,"Hi, driver John here. Load SHP-SHP-14252 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14253,Titan Heavy Hauling,+15554518479,+15556761592,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14253 with Titan Heavy Hauling. Let us know if you need changes.",ham
SHP-14254,Delta Freight Systems,+15555442996,+15554901379,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14254. Status: In Transit.",ham
SHP-14255,Delta Freight Systems,+15554155638,+15552319852,Driver checked in at gate. Delivery dock B assigned.,ham
SHP-14256,Global Cargo Solutions,+15555609896,+15553799611,System Alert: Security compromise detected on your Global Cargo Solutions logistics portal. Login immediately to confirm dispatch details: http://globalcargosolutions-dispatch.net/verify,spam
SHP-14257,Vanguard Transport,+15553499589,+15558283511,Invoice submitted for carrier fees for SHP-SHP-14257. Please check credit limit terms.,ham
SHP-14258,Vanguard Transport,+15551857526,+15559784090,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14259,Cascade Carrier Group,+15556873658,+15556847893,Checking trailer temperature for SHP-SHP-14259. Climate control working properly.,ham
SHP-14260,Summit Logistics Inc,+15558237504,+15551687493,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14260 with Summit Logistics Inc. Let us know if you need changes.",ham
SHP-14261,Global Cargo Solutions,+15552315207,+15558996632,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14262,Summit Logistics Inc,+15554689637,+15558612753,"Hi, just confirming arrival at transit point. ETA to destination is 3 hours.",ham
SHP-14263,Apex Logistics Corp,+15558950828,+15554128564,Freight schedule check for shipment SHP-SHP-14263. All parameters within compliance. Thank you.,ham
SHP-14264,Sentinel Delivery Systems,+15554352026,+15555151534,Freight schedule check for shipment SHP-SHP-14264. All parameters within compliance. Thank you.,ham
SHP-14265,Horizon Shipping Lines,+15552457419,+15556326103,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14265 with Horizon Shipping Lines. Let us know if you need changes.",ham
SHP-14266,Horizon Shipping Lines,+15558137060,+15555317249,Freight schedule check for shipment SHP-SHP-14266. All parameters within compliance. Thank you.,ham
SHP-14267,Global Cargo Solutions,carrier-check@gmail-logistics.com,Unknown,Swift code routing update: Settlement payment for carrier must be completed via bank transfer. Click link to view routing: http://bank-wire-globalcargosolutions.com,spam
SHP-14268,Horizon Shipping Lines,+15551993391,+15558111802,"Hi, driver John here. Load SHP-SHP-14268 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14269,Delta Freight Systems,+15551338524,+15554940487,Free Promo: You received a $500 Amazon Gift Card coupon voucher. Claim your loyalty promotion bonus link: http://promo-amazon-gift.org,spam
SHP-14270,Cascade Carrier Group,+15551995162,+15556213765,Freight schedule check for shipment SHP-SHP-14270. All parameters within compliance. Thank you.,ham
SHP-14271,Cascade Carrier Group,billing-ops@outlook-cargo.net,Unknown,Sent from support: A one-time transaction code 7861 has been generated to update banking details for Cascade Carrier Group. Provide this code to the agent.,spam
SHP-14272,Delta Freight Systems,+15554612353,+15555704281,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14272 with Delta Freight Systems. Let us know if you need changes.",ham
SHP-14273,Delta Freight Systems,+15559901867,+15551645558,Checking trailer temperature for SHP-SHP-14273. Climate control working properly.,ham
SHP-14274,Summit Logistics Inc,+15553554392,+15551959393,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14274 with Summit Logistics Inc. Let us know if you need changes.",ham
SHP-14275,Titan Heavy Hauling,+15555995918,+15557144953,Load SHP-SHP-14275 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14276,Apex Logistics Corp,+15553947827,+15554985367,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14276. Status: In Transit.",ham
SHP-14277,Global Cargo Solutions,+15557070196,+15557225780,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14277. Status: In Transit.",ham
SHP-14278,Horizon Shipping Lines,+15552072456,+15552848834,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14278. Status: In Transit.",ham
SHP-14279,Cascade Carrier Group,+15555341285,+15554256164,"Hi, driver John here. Load SHP-SHP-14279 is secure and loaded in the truck. Leaving the yard now.",ham
SHP-14280,Global Cargo Solutions,+15555173023,+15558312830,Load SHP-SHP-14280 delivered successfully at terminal dock. Paperwork signed by receiver.,ham
SHP-14281,Cascade Carrier Group,+15553630384,+15559116967,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14281 with Cascade Carrier Group. Let us know if you need changes.",ham
SHP-14282,Horizon Shipping Lines,billing-ops@outlook-cargo.net,Unknown,Sweepstakes Draw Result: Ticket #12070 won. Claim your cash reward by completing registration form immediately: http://sweepstakes-winner.org,spam
SHP-14283,Titan Heavy Hauling,+15553122436,+15557540209,"Good morning, here is the updated bill of lading for shipment SHP-SHP-14283 with Titan Heavy Hauling. Let us know if you need changes.",ham
SHP-14284,Cascade Carrier Group,+15553713273,+15559543522,Invoice submitted for carrier fees for SHP-SHP-14284. Please check credit limit terms.,ham
SHP-14285,Global Cargo Solutions,+15551898842,+15559445981,"Hello dispatcher, this is to confirm gate check-in completed for shipment SHP-SHP-14285. Status: In Transit.",ham
SHP-14286,Horizon Shipping Lines,+15553629508,+15552643332,Driver checked in at gate. Delivery dock B assigned.,ham
